flag; num; time_ms; ds_temp; lat; lon; alt; fix; crc
6;480;342672;301;56.411144;40.976040;129.300003;1;56511
6;481;343360;301;56.411144;40.976040;129.300003;1;39548
6;482;343938;301;56.411144;40.976040;129.300003;1;64422
6;483;344638;301;56.411144;40.976040;129.300003;1;14617
6;484;345228;301;56.411144;40.976040;129.300003;1;24140
6;485;345925;301;56.411144;40.976040;129.300003;1;38484
6;486;346517;301;56.411144;40.976040;129.300003;1;27140
6;487;347199;301;56.411144;40.976040;129.300003;1;28982
6;488;347787;306;56.411144;40.976040;129.300003;1;56554
6;489;348475;301;56.411144;40.976040;129.300003;1;10543
6;490;349069;301;56.411144;40.976040;129.300003;1;37241
6;491;349722;301;56.411144;40.976040;129.300003;1;56466
6;492;350310;301;56.411144;40.976040;129.300003;1;27947
6;493;350996;301;56.411144;40.976040;129.300003;1;34083
6;494;351609;301;56.411144;40.976040;129.300003;1;19468
6;495;352275;302;56.411144;40.976040;129.300003;1;4585
6;496;352844;302;56.411144;40.976040;129.300003;1;62105
6;497;353529;302;56.411144;40.976040;129.300003;1;29605
6;498;354130;302;56.411144;40.976040;129.300003;1;3489
6;499;354818;302;56.411144;40.976040;129.300003;1;55431
6;500;355396;302;56.411144;40.976040;129.300003;1;62615
6;501;356069;302;56.411144;40.976040;129.300003;1;64846
6;502;356669;302;56.411144;40.976040;129.300003;1;37870
6;503;357353;302;56.411144;40.976044;129.300003;1;1520
6;504;357947;302;56.411144;40.976044;129.300003;1;3183
6;505;358599;302;56.411144;40.976044;129.300003;1;62313
6;506;359191;302;56.411144;40.976044;129.300003;1;65216
6;507;359876;303;56.411144;40.976044;129.300003;1;38094
6;508;360465;303;56.411144;40.976044;129.300003;1;33527
6;509;361133;303;56.411144;40.976044;129.300003;1;48461
6;510;361715;303;56.411144;40.976044;129.300003;1;22149
6;511;362401;303;56.411144;40.976044;129.300003;1;56887
6;512;362989;303;56.411144;40.976044;129.300003;1;38
6;513;363672;303;56.411144;40.976044;129.300003;1;53973
6;514;364250;303;56.411144;40.976044;129.300003;1;8646
6;515;364936;303;56.411144;40.976044;129.300003;1;23107
6;516;365524;303;56.411144;40.976044;129.300003;1;35464
6;517;366221;303;56.411144;40.976044;129.300003;1;57568
6;518;366822;303;56.411144;40.976044;129.300003;1;15520
6;519;367474;303;56.411144;40.976044;129.300003;1;943
6;520;368068;303;56.411140;40.976044;129.300003;1;42736
6;521;368767;303;56.411140;40.976044;129.300003;1;42447
6;522;369357;303;56.411140;40.976044;129.300003;1;21894
6;523;370035;303;56.411140;40.976044;129.300003;1;50869
6;524;370603;303;56.411140;40.976044;129.300003;1;52392
6;525;371299;303;56.411140;40.976044;129.300003;1;11044
6;526;371885;304;56.411140;40.976044;129.300003;1;29472
6;527;372568;303;56.411140;40.976044;129.300003;1;8870
6;528;373136;303;56.411140;40.976044;129.300003;1;43626
6;529;373808;304;56.411140;40.976044;129.300003;1;39969
6;530;374396;304;56.411140;40.976044;129.300003;1;6924
6;531;375093;304;56.411140;40.976044;129.300003;1;16405
6;532;375686;304;56.411140;40.976044;129.300003;1;2552
6;533;376353;304;56.411140;40.976044;129.300003;1;5364
6;534;376952;304;56.411140;40.976044;129.300003;1;51443
6;535;377649;304;56.411140;40.976044;129.300003;1;37410
6;536;378238;304;56.411140;40.976044;129.300003;1;16229
6;537;378915;304;56.411140;40.976044;129.300003;1;60541
6;538;379484;304;56.411140;40.976044;129.300003;1;18871
6;539;380171;304;56.411140;40.976044;129.300003;1;42914
6;540;380763;305;56.411140;40.976044;129.300003;1;436
6;541;381468;305;56.411140;40.976044;129.300003;1;11311
6;542;382039;305;56.411140;40.976044;129.300003;1;25018
6;543;382723;305;56.411140;40.976044;129.300003;1;3336
6;544;383310;305;56.411140;40.976044;129.300003;1;32329
6;545;383996;305;56.411140;40.976044;129.300003;1;13773
6;546;384584;305;56.411140;40.976044;129.300003;1;53585
6;547;385239;305;56.411140;40.976044;129.300003;1;64185
6;548;385832;305;56.411140;40.976044;129.300003;1;23088
6;549;386512;305;56.411140;40.976044;129.300003;1;7238
6;550;387103;305;56.411140;40.976044;129.300003;1;31256
6;551;387784;305;56.411140;40.976044;129.300003;1;1618
6;552;388354;305;56.411140;40.976044;129.300003;1;24557
6;553;389065;305;56.411140;40.976044;129.300003;1;52187
6;554;389681;305;56.411140;40.976044;129.300003;1;13698
6;555;390358;20788;56.411140;40.976044;129.300003;1;12686
6;556;390937;20788;56.411140;40.976044;129.300003;1;49632
6;557;391621;305;56.411140;40.976044;129.300003;1;34394
6;558;392224;305;56.411140;40.976044;129.300003;1;19952
6;559;392931;305;56.411140;40.976044;129.300003;1;18936
6;560;393531;305;56.411140;40.976044;129.300003;1;55585
6;561;394187;305;56.411140;40.976044;129.300003;1;65486
6;562;394788;305;56.411140;40.976044;129.300003;1;2117
6;563;395472;305;56.411140;40.976044;129.300003;1;26493
6;564;396076;305;56.411140;40.976044;129.300003;1;46580
6;565;396746;306;56.411140;40.976044;129.300003;1;21700
6;566;397315;306;56.411140;40.976044;129.300003;1;9317
6;567;398009;306;56.411140;40.976044;129.300003;1;65503
6;568;398610;1586;56.411140;40.976044;129.300003;1;43447
6;569;399306;306;56.411140;40.976044;129.399994;1;38564
6;570;399906;306;56.411140;40.976044;129.399994;1;43615
6;571;400569;306;56.411140;40.976044;129.399994;1;16359
6;572;401159;306;56.411140;40.976044;129.399994;1;32773
6;573;401845;306;56.411140;40.976044;129.399994;1;52585
6;574;402450;306;56.411140;40.976044;129.399994;1;27560
6;575;403120;306;56.411140;40.976044;129.399994;1;4209
6;576;403722;306;56.411140;40.976044;129.399994;1;45362
6;577;404406;306;56.411140;40.976044;129.399994;1;36488
6;578;404994;306;56.411140;40.976044;129.399994;1;27156
6;579;405663;306;56.411140;40.976044;129.399994;1;6204
6;580;406260;306;56.411140;40.976044;129.399994;1;41487
6;581;406936;306;56.411140;40.976044;129.399994;1;65219
6;582;407526;306;56.411140;40.976044;129.399994;1;34070
6;583;408208;307;56.411140;40.976044;129.399994;1;31350
6;584;408792;307;56.411140;40.976044;129.399994;1;60718
6;585;409501;307;56.411140;40.976044;129.399994;1;28638
6;586;410103;307;56.411140;40.976044;129.399994;1;37182
6;587;410789;307;56.411140;40.976044;129.399994;1;6504
6;588;411381;307;56.411140;40.976044;129.399994;1;4482
6;589;412036;307;56.411140;40.976044;129.399994;1;35394
6;590;412624;307;56.411140;40.976044;129.399994;1;44300
6;591;413331;307;56.411140;40.976044;129.399994;1;51992
6;592;413935;307;56.411140;40.976044;129.399994;1;51685
6;593;414619;307;56.411140;40.976044;129.399994;1;50669
6;594;415184;307;56.411140;40.976044;129.399994;1;34936
6;595;415889;307;56.411140;40.976044;129.399994;1;45852
6;596;416480;308;56.411140;40.976044;129.399994;1;32196
6;597;417172;308;56.411140;40.976044;129.399994;1;33131
6;598;417741;308;56.411140;40.976044;129.399994;1;40987
6;599;418415;308;56.411140;40.976044;129.399994;1;56664
6;600;419021;308;56.411140;40.976044;129.399994;1;17702
6;601;419703;308;56.411140;40.976044;129.399994;1;28333
6;602;420294;308;56.411140;40.976044;129.399994;1;60716
6;603;420948;308;56.411140;40.976044;129.399994;1;14023
6;604;421535;308;56.411140;40.976044;129.399994;1;32391
6;605;422222;308;56.411140;40.976044;129.399994;1;58827
6;606;422825;308;56.411140;40.976044;129.399994;1;29355
6;607;423511;308;56.411140;40.976044;129.399994;1;53423
6;608;424080;308;56.411140;40.976044;129.399994;1;3334
6;609;424767;308;56.411140;40.976044;129.399994;1;32976
6;610;425370;308;56.411140;40.976044;129.399994;1;35452
6;611;426064;308;56.411140;40.976044;129.300003;1;17201
6;612;426632;308;56.411140;40.976044;129.300003;1;18732
6;613;427304;308;56.411140;40.976044;129.300003;1;40572
6;614;427904;308;56.411140;40.976044;129.300003;1;25161
6;615;428598;308;56.411140;40.976044;129.300003;1;24680
6;616;429201;308;56.411140;40.976044;129.300003;1;28182
6;617;429857;308;56.411140;40.976044;129.300003;1;31164
6;618;430445;308;56.411140;40.976044;129.300003;1;3494
6;619;431130;309;56.411140;40.976044;129.300003;1;56758
6;620;431724;309;56.411140;40.976044;129.300003;1;20966
6;621;432410;309;56.411140;40.976044;129.300003;1;61497
6;622;432987;309;56.411140;40.976044;129.300003;1;28970
6;623;433673;309;56.411140;40.976044;129.300003;1;63868
6;624;434275;309;56.411140;40.976044;129.300003;1;55811
6;625;434971;309;56.411140;40.976044;129.300003;1;3626
6;626;435531;309;56.411140;40.976044;129.300003;1;37340
6;627;436204;309;56.411140;40.976044;129.300003;1;31749
6;628;436810;309;56.411140;40.976044;129.300003;1;37391
6;629;437509;310;56.411140;40.976044;129.300003;1;16220
6;630;438111;309;56.411140;40.976044;129.300003;1;36617
6;631;438777;309;56.411140;40.976044;129.300003;1;20472
6;632;439379;309;56.411140;40.976044;129.300003;1;18378
6;633;440056;310;56.411140;40.976044;129.300003;1;37143
6;634;440668;310;56.411140;40.976044;129.300003;1;17658
6;635;441344;310;56.411140;40.976044;129.300003;1;47250
6;636;441921;310;56.411140;40.976044;129.300003;1;24122
6;637;442606;310;56.411140;40.976044;129.300003;1;57002
6;638;443194;310;56.411140;40.976044;129.300003;1;39708
6;639;443893;310;56.411140;40.976044;129.300003;1;46994
6;640;444459;310;56.411140;40.976044;129.300003;1;14767
6;641;445132;310;56.411140;40.976044;129.300003;1;5378
6;642;445734;310;56.411140;40.976044;129.300003;1;33994
6;643;446430;310;56.411140;40.976044;129.300003;1;12827
6;644;447030;310;56.411140;40.976044;129.300003;1;39844
6;645;447686;310;56.411140;40.976044;129.300003;1;19948
6;646;448281;310;56.411140;40.976044;129.300003;1;60004
6;647;448976;310;56.411140;40.976044;129.300003;1;54149
6;648;449584;310;56.411140;40.976044;129.300003;1;9954
6;649;450266;310;56.411140;40.976044;129.300003;1;3185
6;650;450831;310;56.411140;40.976044;129.300003;1;37168
6;651;451517;310;56.411140;40.976044;129.300003;1;55988
6;652;452116;311;56.411140;40.976044;129.300003;1;49420
6;653;452805;310;56.411140;40.976044;129.300003;1;63090
6;654;453372;310;56.411140;40.976044;129.300003;1;30412
6;655;454043;310;56.411140;40.976044;129.300003;1;51262
6;656;454643;310;56.411140;40.976044;129.300003;1;16822
6;657;455439;310;56.411140;40.976044;129.300003;1;48140
6;658;456137;311;56.411140;40.976044;129.300003;1;52114
6;659;456722;311;56.411140;40.976044;129.300003;1;28227
6;660;457405;311;56.411140;40.976044;129.300003;1;53202
6;661;457991;311;56.411140;40.976044;129.300003;1;5374
6;662;458675;311;56.411140;40.976044;129.300003;1;183
6;663;459279;311;56.411140;40.976044;129.300003;1;13813
6;664;459948;311;56.411140;40.976044;129.300003;1;29588
6;665;460538;311;56.411140;40.976044;129.300003;1;17160
6;666;461221;311;56.411140;40.976044;129.300003;1;30593
6;667;461820;311;56.411140;40.976044;129.300003;1;60732
6;668;462489;311;56.411140;40.976044;129.300003;1;54244
6;669;463057;311;56.411140;40.976044;129.300003;1;21548
6;670;463737;311;56.411140;40.976044;129.300003;1;22568
6;671;464329;311;56.411140;40.976044;129.300003;1;20244
6;672;465012;311;56.411140;40.976044;129.300003;1;16253
6;673;465581;311;56.411140;40.976044;129.300003;1;14089
6;674;466280;311;56.411140;40.976044;129.300003;1;27738
6;675;466895;311;56.411140;40.976044;129.300003;1;33155
6;676;467577;311;56.411140;40.976044;129.300003;1;22772
6;677;468170;311;56.411140;40.976044;129.300003;1;15816
6;678;468822;311;56.411140;40.976044;129.300003;1;10548
6;679;469408;312;56.411140;40.976044;129.300003;1;46529
6;680;470103;312;56.411140;40.976044;129.300003;1;19172
6;681;470697;312;56.411140;40.976044;129.300003;1;6197
6;682;471379;312;56.411140;40.976044;129.300003;1;47664
6;683;471947;312;56.411140;40.976044;129.300003;1;27739
6;684;472633;312;56.411140;40.976044;129.300003;1;2940
6;685;473236;312;56.411140;40.976044;129.300003;1;56140
6;686;473919;312;56.411140;40.976044;129.300003;1;42312
6;687;474488;312;56.411140;40.976044;129.300003;1;35633
6;688;475160;312;56.411140;40.976044;129.300003;1;28546
6;689;475749;312;56.411140;40.976044;129.300003;1;56730
6;690;476435;313;56.411140;40.976044;129.300003;1;38939
6;691;477024;313;56.411140;40.976044;129.300003;1;24125
6;692;477681;313;56.411140;40.976044;129.300003;1;55997
6;693;478271;313;56.411140;40.976044;129.300003;1;10334
6;694;478966;313;56.411140;40.976044;129.300003;1;43962
6;695;479568;313;56.411140;40.976044;129.300003;1;39802
6;696;480251;313;56.411140;40.976044;129.300003;1;48514
6;697;480818;313;56.411140;40.976044;129.300003;1;30078
6;698;481504;313;56.411140;40.976044;129.300003;1;9521
6;699;482120;313;56.411140;40.976044;129.300003;1;37624
6;700;482807;313;56.411140;40.976044;129.300003;1;62355
6;701;483380;313;56.411140;40.976044;129.300003;1;61697
6;702;484049;313;56.411140;40.976044;129.300003;1;51838
6;703;484636;313;56.411140;40.976044;129.300003;1;47838
6;704;485330;313;56.411140;40.976044;129.300003;1;13288
6;705;485932;313;56.411140;40.976044;129.300003;1;24707
6;706;486597;313;56.411140;40.976044;129.300003;1;29562
6;707;487185;313;56.411140;40.976044;129.300003;1;36097
6;708;487868;313;56.411140;40.976044;129.300003;1;29624
6;709;488469;313;56.411140;40.976044;129.300003;1;6794
6;710;489157;313;56.411140;40.976044;129.300003;1;59154
6;711;489739;313;56.411140;40.976044;129.300003;1;5341
6;712;490436;313;56.411140;40.976044;129.300003;1;56308
6;713;491028;314;56.411137;40.976044;129.300003;1;16884
6;714;491711;314;56.411137;40.976044;129.300003;1;54697
6;715;492309;314;56.411137;40.976044;129.300003;1;52863
6;716;492984;314;56.411137;40.976044;129.300003;1;13142
6;717;493572;314;56.411137;40.976044;129.300003;1;3414
6;718;494269;314;56.411137;40.976044;129.300003;1;7969
6;719;494874;314;56.411137;40.976044;129.300003;1;62062
6;720;495543;314;56.411137;40.976044;129.300003;1;48731
6;721;496143;314;56.411137;40.976044;129.199997;1;23774
6;722;496839;314;56.411137;40.976044;129.199997;1;61826
6;723;497440;314;56.411137;40.976044;129.199997;1;11550
6;724;498116;314;56.411137;40.976044;129.199997;1;44557
6;725;498685;314;56.411137;40.976044;129.199997;1;38270
6;726;499381;315;56.411137;40.976044;129.199997;1;1125
6;727;500397;315;56.411137;40.976044;129.199997;1;30488
6;728;500988;315;56.411137;40.976044;129.199997;1;40508
6;729;501674;315;56.411137;40.976044;129.199997;1;24209
6;730;502253;315;56.411137;40.976044;129.199997;1;14922
6;731;502923;315;56.411137;40.976044;129.199997;1;43748
6;732;503512;315;56.411137;40.976044;129.199997;1;53262
6;733;504216;315;56.411137;40.976044;129.199997;1;14281
6;734;504810;315;56.411137;40.976044;129.199997;1;37949
6;735;505478;315;56.411137;40.976044;129.199997;1;14514
6;736;506079;315;56.411137;40.976044;129.199997;1;13233
6;737;506782;315;56.411137;40.976044;129.199997;1;63838
6;738;507370;315;56.411137;40.976044;129.199997;1;19981
6;739;508053;315;56.411137;40.976044;129.199997;1;44303
6;740;508635;315;56.411137;40.976044;129.199997;1;57734
6;741;509312;315;56.411137;40.976044;129.199997;1;55218
6;742;509899;315;56.411137;40.976044;129.199997;1;27264
6;743;510582;315;56.411137;40.976044;129.199997;1;35487
6;744;511162;315;56.411137;40.976044;129.199997;1;50961
6;745;511832;315;56.411137;40.976044;129.199997;1;36237
6;746;512446;315;56.411137;40.976044;129.199997;1;14277
6;747;513144;315;56.411137;40.976044;129.199997;1;21784
6;748;513733;315;56.411137;40.976044;129.199997;1;26827
6;749;514387;315;56.411137;40.976044;129.199997;1;64019
6;750;514998;315;56.411137;40.976044;129.199997;1;49516
6;751;515709;315;56.411137;40.976044;129.199997;1;42383
6;752;516327;315;56.411137;40.976044;129.199997;1;34218
6;753;517001;315;56.411137;40.976044;129.199997;1;34270
6;754;517567;315;56.411137;40.976044;129.199997;1;24550
6;755;518251;315;56.411137;40.976044;129.199997;1;20502
6;756;518842;315;56.411137;40.976044;129.199997;1;5162
6;757;519527;315;56.411137;40.976044;129.199997;1;21719
6;758;520095;315;56.411137;40.976044;129.199997;1;22987
6;759;520775;315;56.411137;40.976044;129.199997;1;31973
6;760;521360;315;56.411137;40.976044;129.199997;1;58120
6;761;522046;315;56.411137;40.976044;129.199997;1;45249
6;762;522637;315;56.411137;40.976044;129.199997;1;40799
6;763;523294;315;56.411137;40.976044;129.199997;1;39595
6;764;523910;316;56.411137;40.976044;129.199997;1;10581
6;765;524614;316;56.411137;40.976044;129.199997;1;16570
6;766;525200;315;56.411137;40.976044;129.100006;1;64584
6;767;525870;315;56.411137;40.976044;129.100006;1;40760
6;768;526437;315;56.411137;40.976044;129.100006;1;4176
6;769;527134;316;56.411137;40.976044;129.100006;1;52974
6;770;527734;956;56.411137;40.976044;129.100006;1;13073
6;771;528433;316;56.411137;40.976044;129.100006;1;48218
6;772;529001;316;56.411137;40.976044;129.100006;1;9358
6;773;529682;316;56.411137;40.976044;129.100006;1;29184
6;774;530274;315;56.411137;40.976044;129.100006;1;1404
6;775;530965;316;56.411137;40.976044;129.100006;1;62056
6;776;531557;316;56.411137;40.976044;129.100006;1;42473
6;777;532209;316;56.411137;40.976044;129.100006;1;27351
6;778;532799;316;56.411137;40.976044;129.100006;1;9717
6;779;533500;316;56.411137;40.976044;129.100006;1;8701
6;780;534088;316;56.411137;40.976044;129.100006;1;41690
6;781;534759;316;56.411137;40.976044;129.100006;1;57077
6;782;535324;316;56.411137;40.976044;129.100006;1;20952
6;783;536032;316;56.411137;40.976044;129.100006;1;24497
6;784;536622;316;56.411137;40.976044;129.100006;1;13071
6;785;537307;316;56.411137;40.976044;129.100006;1;33760
6;786;537872;316;56.411137;40.976044;129.100006;1;44173
6;787;538540;956;56.411137;40.976044;129.100006;1;12775
6;788;539143;316;56.411137;40.976044;129.100006;1;31491
6;789;539841;20796;56.411137;40.976044;129.100006;1;62692
6;790;540435;316;56.411137;40.976044;129.100006;1;47130
6;791;541091;316;56.411137;40.976044;129.100006;1;41718
6;792;541682;316;56.411137;40.976044;129.100006;1;47989
6;793;542378;316;56.411137;40.976044;129.100006;1;3842
6;794;542979;316;56.411137;40.976044;129.100006;1;56529
6;795;543638;316;56.411137;40.976044;129.100006;1;52720
6;796;544205;316;56.411137;40.976044;129.100006;1;55171
6;797;545373;316;56.411137;40.976048;129.100006;1;47239
6;798;546069;315;56.411137;40.976048;129.100006;1;4020
6;799;546673;316;56.411137;40.976048;129.100006;1;47943
6;800;547340;316;56.411137;40.976048;129.100006;1;39059
6;801;547940;316;56.411137;40.976048;129.100006;1;31857
6;802;548640;316;56.411137;40.976048;129.100006;1;39763
6;803;549229;316;56.411137;40.976048;129.100006;1;32580
6;804;549900;316;56.411137;40.976048;129.100006;1;2435
6;805;550466;316;56.411137;40.976048;129.100006;1;39292
6;806;551151;316;56.411137;40.976048;129.100006;1;62081
6;807;551755;316;56.411137;40.976048;129.100006;1;40297
6;808;552452;316;56.411137;40.976048;129.100006;1;12380
6;809;553034;316;56.411137;40.976048;129.100006;1;21396
6;810;553717;316;56.411137;40.976048;129.100006;1;42467
6;811;554321;316;56.411137;40.976048;129.100006;1;15020
6;812;555001;316;56.411137;40.976048;129.100006;1;41250
6;813;555603;316;56.411137;40.976048;129.100006;1;19327
6;814;556260;316;56.411137;40.976048;129.100006;1;56721
6;815;556851;316;56.411137;40.976048;129.100006;1;20970
6;816;557534;316;56.411137;40.976048;129.100006;1;50883
6;817;558137;316;56.411137;40.976048;129.100006;1;6843
6;818;558823;316;56.411137;40.976048;129.100006;1;37661
6;819;559391;316;56.411137;40.976048;129.100006;1;54325
6;820;560100;316;56.411137;40.976048;129.100006;1;52370
6;821;560686;316;56.411137;40.976048;129.100006;1;30318
6;822;561370;316;56.411137;40.976048;129.100006;1;20580
6;823;561938;316;56.411137;40.976048;129.100006;1;18019
6;824;562625;316;56.411137;40.976048;129.100006;1;37265
6;825;563229;316;56.411137;40.976048;129.100006;1;3679
6;826;563912;316;56.411137;40.976048;129.100006;1;26055
6;827;564507;316;56.411137;40.976048;129.100006;1;20740
6;828;565165;316;56.411137;40.976048;129.100006;1;36585
6;829;565781;316;56.411137;40.976048;129.100006;1;65494
6;830;566454;316;56.411137;40.976048;129.100006;1;4474
6;831;567057;316;56.411137;40.976048;129.100006;1;3218
6;832;567730;316;56.411137;40.976048;129.100006;1;9116
6;833;568298;316;56.411137;40.976048;129.100006;1;26430
6;834;568991;316;56.411137;40.976048;129.100006;1;3584
6;835;569582;316;56.411137;40.976048;129.100006;1;38670
6;836;570268;316;56.411137;40.976048;129.100006;1;41840
6;837;570844;316;56.411137;40.976048;129.100006;1;46870
6;838;571528;316;56.411137;40.976048;129.100006;1;37346
6;839;572115;316;56.411137;40.976048;129.100006;1;42816
6;840;572797;316;56.411137;40.976048;129.100006;1;5934
6;841;573400;316;56.411137;40.976048;129.100006;1;22248
6;842;574067;316;56.411137;40.976048;129.100006;1;9688
6;843;574667;316;56.411137;40.976048;129.100006;1;41690
6;844;575351;316;56.411137;40.976048;129.100006;1;45351
6;845;575952;316;56.411137;40.976048;129.100006;1;23862
6;846;576649;316;56.411137;40.976048;129.100006;1;35987
6;847;577217;316;56.411137;40.976048;129.100006;1;63596
6;848;577900;316;56.411137;40.976048;129.100006;1;46943
6;849;578488;316;56.411137;40.976048;129.100006;1;47381
6;850;579171;316;56.411137;40.976048;129.100006;1;22118
6;851;579748;316;56.411137;40.976048;129.100006;1;7097
6;852;580435;316;56.411137;40.976048;129.100006;1;11022
6;853;581026;316;56.411137;40.976048;129.100006;1;9049
6;854;581710;316;56.411137;40.976048;129.100006;1;20637
6;855;582313;316;56.411137;40.976048;129.100006;1;31792
6;856;582981;316;56.411137;40.976048;129.100006;1;41269
6;857;583573;316;56.411137;40.976048;129.100006;1;59232
6;858;584255;316;56.411137;40.976048;129.100006;1;46832
6;859;584845;316;56.411137;40.976048;129.100006;1;3539
6;860;585520;316;56.411137;40.976048;129.100006;1;49201
6;861;586104;316;56.411137;40.976048;129.100006;1;18425
6;862;586781;316;56.411137;40.976048;129.100006;1;7834
6;863;587371;316;56.411137;40.976048;129.100006;1;20156
6;864;588053;316;56.411137;40.976048;129.100006;1;61227
6;865;588617;316;56.411137;40.976048;129.100006;1;58262
6;866;589294;316;56.411137;40.976048;129.100006;1;17701
6;867;590368;316;56.411137;40.976048;129.100006;1;48552
6;868;591066;316;56.411137;40.976048;129.100006;1;35767
6;869;591666;316;56.411137;40.976048;129.100006;1;64778
6;870;592379;316;56.411137;40.976048;129.100006;1;32550
6;871;592986;316;56.411137;40.976048;129.100006;1;34346
6;872;593682;316;56.411137;40.976048;129.100006;1;4580
6;873;594296;316;56.411137;40.976048;129.100006;1;23177
6;874;594998;316;56.411137;40.976048;129.100006;1;33134
6;875;595615;316;56.411137;40.976048;129.100006;1;6281
6;876;596296;316;56.411137;40.976048;129.100006;1;18764
6;877;596912;316;56.411137;40.976048;129.100006;1;65437
6;878;597613;316;56.411137;40.976048;129.100006;1;62702
6;879;598242;316;56.411137;40.976048;129.100006;1;61275
6;880;598917;316;56.411137;40.976048;129.100006;1;15555
6;881;599507;316;56.411137;40.976048;129.100006;1;64760
6;882;600203;315;56.411137;40.976048;129.100006;1;31418
6;883;600817;316;56.411137;40.976048;129.100006;1;35370
6;884;601527;316;56.411137;40.976048;129.100006;1;22027
6;885;602129;316;56.411137;40.976048;129.100006;1;38536
6;886;602793;316;56.411137;40.976048;129.100006;1;23264
6;887;603407;316;56.411137;40.976048;129.100006;1;27056
6;888;604124;316;56.411137;40.976048;129.100006;1;20197
6;889;604735;316;56.411137;40.976048;129.100006;1;11245
6;890;605435;315;56.411137;40.976048;129.100006;1;9735
6;891;606027;315;56.411137;40.976048;129.100006;1;12717
6;892;606728;315;56.411137;40.976048;129.100006;1;34335
6;893;607343;316;56.411137;40.976048;129.100006;1;45131
6;894;608066;315;56.411137;40.976048;129.100006;1;49169
6;895;608659;315;56.411137;40.976048;129.100006;1;22931
6;896;609344;315;56.411137;40.976048;129.100006;1;8447
6;897;609975;315;56.411137;40.976048;129.100006;1;15375
6;898;610688;315;56.411137;40.976048;129.100006;1;52105
6;899;611289;315;56.411137;40.976048;129.100006;1;20788
6;900;611953;315;56.411137;40.976048;129.100006;1;14959
6;901;612555;315;56.411137;40.976048;129.100006;1;57373
6;902;613265;315;56.411137;40.976048;129.100006;1;17244
6;903;613883;315;56.411137;40.976048;129.100006;1;2977
6;904;614557;315;56.411137;40.976048;129.100006;1;32320
6;905;615147;315;56.411137;40.976048;129.100006;1;11878
6;906;615862;315;56.411137;40.976048;129.100006;1;18335
6;907;616475;315;56.411137;40.976048;129.100006;1;38877
6;908;617176;316;56.411137;40.976048;129.100006;1;14132
6;909;617807;315;56.411137;40.976048;129.100006;1;61963
6;910;618470;315;56.411137;40.976048;129.100006;1;53281
6;911;619067;315;56.411137;40.976048;129.100006;1;25359
6;912;619809;316;56.411137;40.976048;129.100006;1;44810
6;913;620425;315;56.411137;40.976048;129.100006;1;36965
6;914;621122;315;56.411137;40.976048;129.100006;1;48676
6;915;621697;315;56.411137;40.976048;129.100006;1;19083
6;916;622406;315;56.411137;40.976048;129.100006;1;10971
6;917;623009;315;56.411137;40.976048;129.100006;1;7198
6;918;623705;315;56.411137;40.976048;129.100006;1;57815
6;919;624293;315;56.411137;40.976048;129.100006;1;7961
6;920;624990;315;56.411137;40.976048;129.100006;1;14641
6;921;625591;315;56.411137;40.976048;129.100006;1;24994
6;922;626289;315;56.411137;40.976048;129.100006;1;47282
6;923;626907;315;56.411137;40.976048;129.100006;1;41058
6;924;627589;315;56.411137;40.976048;129.100006;1;11399
6;925;628218;315;56.411137;40.976048;129.100006;1;49703
6;926;628921;315;56.411137;40.976048;129.100006;1;61073
6;927;629536;315;56.411137;40.976048;129.100006;1;55200
6;928;630221;315;56.411137;40.976048;129.100006;1;43005
6;929;630828;315;56.411137;40.976048;129.100006;1;27082
6;930;631542;315;56.411137;40.976048;129.100006;1;43123
6;931;632157;315;56.411137;40.976048;129.100006;1;40221
6;932;632881;315;56.411137;40.976048;129.100006;1;7307
6;933;633458;315;56.411137;40.976048;129.100006;1;35402
6;934;634598;315;56.411137;40.976048;129.100006;1;65117
6;935;635196;316;56.411137;40.976048;129.100006;1;65464
6;936;635878;316;56.411137;40.976048;129.000000;1;7736
6;937;636478;316;56.411137;40.976048;129.000000;1;14470
6;938;637175;315;56.411137;40.976048;129.000000;1;49725
6;939;637788;316;56.411137;40.976048;129.000000;1;32611
6;940;638487;315;56.411137;40.976048;129.000000;1;11688
6;941;639076;315;56.411137;40.976048;129.000000;1;5881
6;942;639775;315;56.411137;40.976048;129.000000;1;2845
6;943;640390;316;56.411137;40.976048;129.000000;1;18989
6;944;641091;316;56.411137;40.976048;129.000000;1;13906
6;945;641697;316;56.411137;40.976048;129.000000;1;36095
6;946;642389;316;56.411137;40.976048;129.000000;1;22868
6;947;643002;20796;56.411137;40.976048;129.000000;1;2191
6;948;643720;316;56.411137;40.976048;129.000000;1;5049
6;949;644335;316;56.411137;40.976048;129.000000;1;23930
6;950;645015;316;56.411137;40.976048;129.000000;1;12958
6;951;645646;316;56.411137;40.976048;129.000000;1;64036
6;952;646359;316;56.411137;40.976048;129.100006;1;39171
6;953;646956;316;56.411137;40.976048;129.100006;1;44515
6;954;647640;316;56.411137;40.976048;129.100006;1;32310
6;955;648253;316;56.411137;40.976048;129.100006;1;3665
6;956;648984;316;56.411137;40.976048;129.100006;1;61721
6;957;649588;316;56.411137;40.976048;129.100006;1;44171
6;958;650289;316;56.411137;40.976048;129.100006;1;38226
6;959;650879;316;56.411137;40.976048;129.100006;1;1453
6;960;651577;316;56.411137;40.976048;129.100006;1;36202
