flag; num; time_ms; gps_time_s; gps_time_us; crc
8;924;627589;51738;0;11668
8;925;628218;51739;0;30593
8;926;628921;51740;0;52837
8;927;629536;51740;0;18642
8;928;630221;51741;0;13032
8;929;630828;51742;0;20239
8;930;631542;51742;0;16364
8;931;632157;51743;0;61653
8;932;632881;51744;0;37329
8;933;633458;51744;0;37596
8;934;634598;51745;0;39374
8;935;635196;51746;0;43303
8;936;635878;51747;0;35033
8;937;636478;51747;0;8623
8;938;637175;51748;0;22354
8;939;637788;51749;0;51500
8;940;638487;51749;0;62291
8;941;639076;51750;0;10624
8;942;639775;51751;0;397
8;943;640390;51751;0;3636
8;944;641091;51752;0;55468
8;945;641697;51752;0;7381
8;946;642389;51753;0;56541
8;947;643002;51754;0;50648
8;948;643720;51754;0;38009
8;949;644335;51755;0;58004
8;950;645015;51756;0;20429
8;951;645646;51756;0;39424
8;952;646359;51757;0;61222
8;953;646957;51758;0;6043
8;954;647640;51758;0;5813
8;955;648253;51759;0;46313
8;956;648984;51760;0;14434
8;957;649588;51760;0;46565
8;958;650289;51761;0;9594
8;959;650879;51762;0;64267
8;960;651577;51762;0;6289
8;961;652179;51763;0;24019
8;962;652878;51763;0;3270
8;963;653475;51764;0;61325
8;964;654161;51765;0;34905
8;965;654778;51765;0;1466
8;966;655490;51766;0;43587
8;967;656106;51767;0;40458
8;968;656794;51768;0;29096
8;969;657370;51768;0;30522
8;970;658065;51769;0;21949
8;971;658677;51769;0;24860
8;972;659390;51770;0;25314
8;973;659979;51771;0;56605
8;974;660662;51771;0;18194
8;975;661263;51772;0;26653
8;976;661979;51773;0;27723
8;977;662595;51773;0;6269
8;978;663275;51774;0;8881
8;979;664465;51775;0;21302
8;980;665084;51776;0;7651
8;981;665749;51777;0;41452
8;982;666364;51777;0;10177
8;983;667065;51778;0;28297
8;984;667676;51778;0;16889
8;985;668377;51779;0;42168
8;986;668953;51780;0;45151
8;987;669681;51780;0;26980
8;988;670277;51781;0;35764
8;989;670991;51782;0;53535
8;990;671583;51782;0;5663
8;991;672267;51783;0;23931
8;992;672882;51784;0;10613
8;993;673582;51784;0;54914
8;994;674184;51785;0;32951
8;995;674861;51786;0;28685
8;996;675479;51786;0;20139
8;997;676184;51787;0;51221
8;998;676800;51788;0;42052
8;999;677473;51788;0;37215
8;1000;678067;51789;0;22720
8;1001;678780;51789;0;16217
8;1002;679389;51790;0;19471
8;1003;680104;51791;0;11883
8;1004;680709;51791;0;63391
8;1005;681399;51792;0;27847
8;1006;682009;51793;0;22944
8;1007;682709;51793;0;58351
8;1008;683324;51794;0;24097
8;1009;684005;51795;0;39500
8;1010;684611;51795;0;42605
8;1011;685301;51796;0;5007
8;1012;685904;51797;0;38400
8;1013;686604;51797;0;14989
8;1014;687212;51798;0;15695
8;1015;687895;51799;0;58240
8;1016;688492;51799;0;33576
8;1017;689188;51800;0;28269
8;1018;689807;51801;0;56984
8;1019;690491;51801;0;53327
8;1020;691090;51802;0;5203
8;1021;691791;51803;0;62551
8;1022;692409;51803;0;23196
8;1023;693088;51804;0;50803
8;1024;693677;51804;0;9203
8;1025;694388;51805;0;27821
8;1026;695008;51806;0;6637
8;1027;695702;51806;0;50367
8;1028;696289;51807;0;57122
8;1029;696974;51808;0;20377
8;1030;697573;51808;0;40473
8;1031;698277;51809;0;1809
8;1032;698878;51809;0;15137
8;1033;699556;51810;0;63081
8;1034;700169;51811;0;38379
8;1035;700883;51812;0;29222
8;1036;701498;51812;0;35506
8;1037;702186;51813;0;22018
8;1038;702759;51814;0;64015
8;1039;703470;51814;0;20193
8;1040;704088;51815;0;9673
8;1041;704786;51816;0;30665
8;1042;705587;51816;0;7857
8;1043;706184;51817;0;28630
8;1044;706845;51818;0;53190
8;1045;707436;51818;0;37841
8;1046;708120;51819;0;22987
8;1047;708710;51819;0;45259
8;1048;709686;51820;0;22505
8;1049;710351;51821;0;64804
8;1050;710953;51822;0;8638
8;1051;711648;51823;0;53891
8;1052;712236;51823;0;18966
8;1053;712908;51824;0;24701
8;1054;713491;51824;0;50806
8;1055;714190;51825;0;24200
8;1056;714792;51826;0;28503
8;1057;715476;51826;0;36072
8;1058;716041;51827;0;15005
8;1059;716725;51827;0;1122
8;1060;717333;51828;0;2496
8;1061;718019;51829;0;36617
8;1062;718606;51829;0;6328
8;1063;719259;51830;0;27526
8;1064;719850;51831;0;36942
8;1065;720533;51831;0;62834
8;1066;721128;51832;0;16045
8;1067;721801;51833;0;51824
8;1068;722369;51833;0;36202
8;1069;723052;51834;0;50422
8;1070;723652;51834;0;13903
8;1071;724351;51835;0;52774
8;1072;724927;51836;0;33782
8;1073;725603;51836;0;53479
8;1074;726232;51837;0;1541
8;1075;726930;51838;0;3561
8;1076;727517;51838;0;57398
8;1077;728175;51839;0;41009
8;1078;728779;51840;0;53435
8;1079;729465;51840;0;10773
8;1080;730052;51841;0;45120
8;1081;730736;51842;0;29919
8;1082;731316;51842;0;53299
8;1083;731999;51843;0;37645
8;1084;732589;51843;0;14852
8;1085;733273;51844;0;56069
8;1086;733855;51845;0;52505
8;1087;734529;51845;0;53218
8;1088;735119;51846;0;11193
8;1089;735805;51846;0;36579
8;1090;736409;51847;0;31922
8;1091;737066;51848;0;20517
8;1092;737682;51848;0;8242
8;1093;738379;51849;0;52706
8;1094;738965;51850;0;30880
8;1095;739669;51850;0;65299
8;1096;740274;51851;0;37396
8;1097;740956;51852;0;44724
8;1098;741556;51852;0;10169
8;1099;742240;51853;0;11924
8;1100;742829;51853;0;52622
8;1101;743501;51854;0;19547
8;1102;744102;51855;0;8686
8;1103;744780;51855;0;30513
8;1104;745368;51856;0;8971
8;1105;746022;51857;0;10425
8;1106;746614;51857;0;48894
8;1107;747310;51858;0;33960
8;1108;747899;51859;0;1206
8;1109;748594;51859;0;13124
8;1110;749167;51860;0;9813
8;1111;749853;51861;0;18099
8;1112;750441;51861;0;62473
8;1113;751126;51862;0;22848
8;1114;751731;51862;0;15064
8;1115;752412;51863;0;56979
8;1116;753000;51864;0;4039
8;1117;754021;51865;0;59277
8;1118;754703;51865;0;19842
8;1119;755305;51866;0;59131
8;1120;755988;51867;0;31735
8;1121;756555;51867;0;22998
8;1122;757227;51868;0;9880
8;1123;757819;51869;0;9254
8;1124;758518;51869;0;38523
8;1125;759117;51870;0;57780
8;1126;759774;51870;0;21706
8;1127;760365;51871;0;26742
8;1128;761059;51872;0;64134
8;1129;761648;51872;0;48179
8;1130;762323;51873;0;50848
8;1131;762904;51874;0;38252
8;1132;763588;51874;0;4884
8;1133;764178;51875;0;61210
8;1134;764877;51876;0;22080
8;1135;765465;51876;0;59722
8;1136;766133;51877;0;10041
8;1137;766725;51878;0;8070
8;1138;767408;51878;0;40481
8;1139;768000;51879;0;31298
8;1140;768655;51879;0;5045
8;1141;769255;51880;0;59562
8;1142;769940;51881;0;56079
8;1143;770541;51881;0;54507
8;1144;771211;51882;0;46627
8;1145;771794;51882;0;40764
8;1146;772475;51883;0;675
8;1147;773092;51884;0;36987
8;1148;773768;51885;0;35644
8;1149;774339;51885;0;13677
8;1150;775023;51886;0;55868
8;1151;775609;51886;0;6950
8;1152;776306;51887;0;41527
8;1153;776899;51888;0;28087
8;1154;777554;51888;0;22317
8;1155;778143;51889;0;43460
8;1156;778827;51890;0;34837
8;1157;779430;51890;0;3784
8;1158;780113;51891;0;39448
8;1159;780682;51891;0;60549
8;1160;781381;51892;0;24060
8;1161;781968;51893;0;36845
8;1162;782653;51893;0;3400
8;1163;783231;51894;0;50501
8;1164;783911;51895;0;35366
8;1165;784499;51895;0;17913
8;1166;785187;51896;0;33650
8;1167;785790;51897;0;45357
8;1168;786458;51897;0;22465
8;1169;787060;51898;0;59152
8;1170;787745;51898;0;42943
8;1171;788334;51899;0;62749
8;1172;789013;51900;0;62212
8;1173;789582;51900;0;36278
8;1174;790264;51901;0;7962
8;1175;790877;51902;0;47264
8;1176;791576;51902;0;31010
8;1177;792143;51903;0;1912
8;1178;792826;51904;0;19871
8;1179;793417;51904;0;47306
8;1180;794102;51905;0;40537
8;1181;794703;51905;0;55923
8;1182;795368;51906;0;62300
8;1183;795976;51907;0;8786
8;1184;796665;51907;0;45712
8;1185;797254;51908;0;50651
8;1186;797940;51909;0;3044
8;1187;798930;51910;0;31642
8;1188;799662;51910;0;57770
8;1189;800251;51911;0;51293
8;1190;800934;51912;0;18597
8;1191;801518;51912;0;21919
8;1192;802188;51913;0;5526
8;1193;802784;51914;0;41901
8;1194;803483;51914;0;9371
8;1195;804085;51915;0;19115
8;1196;804770;51915;0;40972
8;1197;805352;51916;0;36621
8;1198;806024;51917;0;32659
8;1199;806629;51917;0;680
8;1200;807315;51918;0;50887
8;1201;807917;51918;0;35123
8;1202;808588;51919;0;31448
8;1203;809181;51920;0;24528
8;1204;809865;51921;0;63291
8;1205;810479;51921;0;50544
8;1206;811169;51922;0;39351
8;1207;811761;51922;0;43125
8;1208;812438;51923;0;59101
8;1209;813022;51924;0;15615
8;1210;813717;51924;0;22955
8;1211;814285;51925;0;25941
8;1212;814969;51926;0;23385
8;1213;815555;51926;0;51308
8;1214;816254;51927;0;27978
8;1215;816854;51928;0;45299
8;1216;817524;51928;0;4801
8;1217;818115;51929;0;30170
8;1218;818810;51930;0;21134
8;1219;819398;51930;0;44416
8;1220;820075;51931;0;13223
8;1221;820666;51932;0;15854
8;1222;821352;51932;0;56726
8;1223;821938;51933;0;7268
8;1224;822622;51933;0;41353
8;1225;823215;51934;0;40778
8;1226;823884;51935;0;14169
8;1227;824472;51935;0;61609
8;1228;825161;51936;0;9359
8;1229;825765;51936;0;937
8;1230;826419;51937;0;54808
8;1231;827033;51938;0;7420
8;1232;827729;51938;0;22875
8;1233;828329;51939;0;61667
8;1234;829012;51940;0;2126
8;1235;829577;51940;0;30189
8;1236;830270;51941;0;49624
8;1237;830864;51942;0;22447
8;1238;831559;51942;0;60491
8;1239;832143;51943;0;7171
8;1240;832829;51944;0;33450
8;1241;833419;51944;0;41239
8;1242;834102;51945;0;42687
8;1243;834693;51945;0;56036
8;1244;835346;51946;0;36823
8;1245;835956;51947;0;58195
8;1246;836638;51947;0;18780
8;1247;837242;51948;0;60322
8;1248;837913;51949;0;20840
8;1249;838490;51949;0;21093
8;1250;839187;51950;0;23328
8;1251;839808;51951;0;63931
8;1252;840484;51951;0;14482
8;1253;841067;51952;0;39122
8;1254;841739;51952;0;36113
8;1255;842340;51953;0;45331
8;1256;843492;51954;0;6637
8;1257;844134;51955;0;64864
8;1258;844858;51956;0;49849
8;1259;845465;51956;0;55541
8;1260;846185;51957;0;18946
8;1261;846780;51958;0;6069
8;1262;847488;51958;0;23700
8;1263;848115;51959;0;59214
8;1264;848827;51960;0;56580
8;1265;849471;51960;0;34846
8;1266;850169;51961;0;28107
8;1267;850767;51962;0;24138
8;1268;851489;51962;0;1076
8;1269;852115;51963;0;49978
8;1270;852837;51964;0;54356
8;1271;853431;51964;0;6298
8;1272;854137;51965;0;35027
8;1273;854763;51966;0;111
8;1274;855490;51966;0;53772
8;1275;856125;51967;0;44529
8;1276;856834;51968;0;49968
8;1277;857435;51968;0;47976
8;1278;858158;51969;0;53385
8;1279;858777;51970;0;14388
8;1280;859474;51970;0;33192
8;1281;860071;51971;0;15641
8;1282;860761;51971;0;23290
8;1283;861368;51972;0;3395
8;1284;862093;51973;0;5437
8;1285;862719;51973;0;49020
8;1286;863407;51974;0;39348
8;1287;864047;51975;0;30557
8;1288;864760;51976;0;31567
8;1289;865367;51976;0;24258
8;1290;866087;51977;0;26872
8;1291;866686;51977;0;45614
8;1292;867402;51978;0;55159
8;1293;868028;51979;0;28249
8;1294;868734;51979;0;41552
8;1295;869343;51980;0;31214
8;1296;870032;51981;0;9226
8;1297;870652;51981;0;43405
8;1298;871346;51982;0;22903
8;1299;871970;51983;0;28986
8;1300;872688;51983;0;16672
8;1301;873305;51984;0;31249
8;1302;874004;51985;0;61734
8;1303;874627;51985;0;19591
8;1304;875349;51986;0;11498
8;1305;875953;51987;0;62777
8;1306;876642;51987;0;59763
8;1307;877266;51988;0;1768
8;1308;878003;51989;0;43029
8;1309;878624;51989;0;24730
8;1310;879366;51990;0;14376
8;1311;879990;51991;0;29150
8;1312;880664;51991;0;27712
8;1313;881300;51992;0;53901
8;1314;882012;51993;0;23817
8;1315;882618;51993;0;38052
8;1316;883309;51994;0;20397
8;1317;883900;51995;0;49455
8;1318;884640;51995;0;5466
8;1319;885265;51996;0;16575
8;1320;885971;51997;0;7422
8;1321;886610;51997;0;46769
8;1322;887702;51998;0;31387
8;1323;888309;51999;0;418
8;1324;888995;52000;0;28969
8;1325;889618;52000;0;33430
8;1326;890326;52001;0;49959
8;1327;890930;52002;0;20262
8;1328;891659;52002;0;11115
8;1329;892258;52003;0;19728
8;1330;892957;52004;0;17471
8;1331;893564;52004;0;12152
8;1332;894288;52005;0;18892
8;1333;894915;52006;0;49669
8;1334;895603;52006;0;38775
8;1335;896222;52007;0;35641
8;1336;896928;52008;0;9546
8;1337;897564;52008;0;50619
8;1338;898239;52009;0;16289
8;1339;898806;52009;0;8686
8;1340;899493;52010;0;64801
8;1341;900085;52011;0;35632
8;1342;900766;52011;0;8778
8;1343;901349;52012;0;60508
8;1344;902032;52013;0;45710
8;1345;902658;52013;0;56314
8;1346;903342;52014;0;7979
8;1347;903946;52015;0;37558
8;1348;904613;52015;0;50342
8;1349;905201;52016;0;7366
8;1350;905884;52017;0;3810
8;1351;906478;52017;0;1581
8;1352;907150;52018;0;40495
8;1353;907732;52018;0;16742
8;1354;908407;52019;0;50054
8;1355;909000;52020;0;16382
8;1356;909685;52020;0;56788
8;1357;910286;52021;0;44211
8;1358;910959;52022;0;42783
8;1359;911560;52022;0;17230
8;1360;912244;52023;0;50384
8;1361;912833;52024;0;27255
8;1362;913488;52024;0;2029
8;1363;914083;52025;0;45154
8;1364;914794;52026;0;20112
8;1365;915381;52026;0;50704
8;1366;916056;52027;0;11176
8;1367;916634;52027;0;53302
8;1368;917332;52028;0;37838
8;1369;917934;52029;0;19618
8;1370;918632;52029;0;13520
8;1371;919200;52030;0;19262
8;1372;919891;52031;0;56406
8;1373;920479;52031;0;26137
8;1374;921168;52032;0;28536
8;1375;921757;52033;0;14181
8;1376;922422;52033;0;22012
8;1377;923013;52034;0;57810
8;1378;923710;52034;0;43671
8;1379;924298;52035;0;51219
8;1380;924980;52036;0;46455
8;1381;925550;52036;0;39415
8;1382;926251;52037;0;21665
8;1383;926839;52038;0;59949
8;1384;927523;52038;0;61054
8;1385;928088;52039;0;6961
8;1386;928762;52040;0;11528
8;1387;929350;52040;0;14922
8;1388;930034;52041;0;62813
8;1389;930629;52041;0;3548
8;1390;931287;52042;0;8933
8;1391;931881;52043;0;2896
8;1392;933042;52044;0;17235
8;1393;933645;52044;0;41082
8;1394;934329;52045;0;31847
8;1395;934918;52046;0;42703
8;1396;935587;52046;0;48346
8;1397;936188;52047;0;10977
8;1398;936875;52048;0;55701
8;1399;937462;52048;0;44057
8;1400;938148;52049;0;58080
8;1401;938724;52050;0;11271
8;1402;939404;52050;0;8273
8;1403;940006;52051;0;4850
8;1404;940709;52051;0;37291
8;1405;941279;52052;0;17876
8;1406;941961;52053;0;5744
8;1407;942562;52053;0;27899
8;1408;943244;52054;0;12898
8;1409;943833;52055;0;19154
8;1410;944486;52055;0;44272
8;1411;945074;52056;0;58245
8;1412;945755;52056;0;6929
8;1413;946348;52057;0;1982
8;1414;947044;52058;0;22235
8;1415;947663;52058;0;1656
8;1416;948362;52059;0;8871
8;1417;948965;52060;0;40558
8;1418;949650;52060;0;46731
8;1419;950214;52061;0;52558
8;1420;950888;52062;0;47122
8;1421;951492;52062;0;57594
8;1422;952178;52063;0;43551
8;1423;952767;52063;0;57580
8;1424;953421;52064;0;33693
8;1425;954007;52065;0;17007
8;1426;954703;52065;0;19163
8;1427;955316;52066;0;26970
8;1428;955991;52067;0;52063
8;1429;956555;52067;0;46473
8;1430;957239;52068;0;25317
8;1431;957837;52069;0;16816
8;1432;958536;52069;0;30554
8;1433;959112;52070;0;4892
8;1434;959796;52070;0;21039
8;1435;960397;52071;0;9634
8;1436;961081;52072;0;22883
8;1437;961670;52072;0;13124
8;1438;962348;52073;0;22669
8;1439;962943;52074;0;593
8;1440;963640;52074;0;40449
8;1441;964242;52075;0;56131
8;1442;964915;52076;0;56767
8;1443;965480;52076;0;62026
8;1444;966163;52077;0;54806
8;1445;966775;52078;0;13278
8;1446;967463;52078;0;11415
8;1447;968033;52079;0;14255
8;1448;968703;52079;0;33046
8;1449;969293;52080;0;49210
8;1450;969982;52081;0;3440
8;1451;970582;52081;0;53570
8;1452;971251;52082;0;42454
8;1453;971851;52082;0;48960
8;1454;972535;52083;0;12462
8;1455;973121;52084;0;65419
8;1456;973793;52084;0;50851
8;1457;974384;52085;0;12507
8;1458;975072;52086;0;39297
8;1459;975673;52086;0;49782
8;1460;976371;52087;0;28404
8;1461;977467;52088;0;11053
8;1462;978055;52089;0;62852
8;1463;978725;52089;0;13556
8;1464;979309;52090;0;42819
8;1465;979995;52091;0;40305
8;1466;980581;52091;0;9287
8;1467;981266;52092;0;40950
8;1468;981833;52092;0;47972
8;1469;982529;52093;0;51248
8;1470;983130;52094;0;30662
8;1471;983830;52095;0;63666
8;1472;984434;52095;0;23704
8;1473;985089;52096;0;6425
8;1474;985676;52096;0;64576
8;1475;986372;52097;0;12199
8;1476;986968;52098;0;51979
8;1477;987651;52098;0;15088
8;1478;988217;52099;0;17862
8;1479;988904;52100;0;6856
8;1480;989505;52100;0;54858
8;1481;990187;52101;0;37640
8;1482;990768;52101;0;51491
8;1483;991452;52102;0;55607
8;1484;992052;52103;0;38129
8;1485;992746;52104;0;38785
8;1486;993348;52104;0;58677
8;1487;994017;52105;0;45972
8;1488;994606;52105;0;41905
8;1489;995288;52106;0;38201
8;1490;995890;52107;0;9719
8;1491;996574;52107;0;41055
8;1492;997179;52108;0;30811
8;1493;997858;52109;0;20479
8;1494;998450;52109;0;3043
8;1495;999136;52110;0;24095
8;1496;999702;52110;0;53500
8;1497;1000375;52111;0;35721
8;1498;1000978;52112;0;41458
8;1499;1001657;52112;0;21471
8;1500;1002244;52113;0;64168
8;1501;1002897;52114;0;11032
8;1502;1003489;52114;0;33464
8;1503;1004173;52115;0;25899
8;1504;1004773;52115;0;64706
8;1505;1005453;52116;0;36873
8;1506;1006033;52117;0;62831
8;1507;1006731;52117;0;61522
8;1508;1007348;52118;0;32705
8;1509;1008022;52119;0;33293
8;1510;1008603;52119;0;26452
8;1511;1009299;52120;0;35345
8;1512;1009901;52121;0;37363
8;1513;1010576;52121;0;977
8;1514;1011177;52122;0;11166
8;1515;1011836;52123;0;64193
8;1516;1012449;52123;0;41612
8;1517;1013138;52124;0;46695
8;1518;1013732;52124;0;5369
8;1519;1014418;52125;0;35909
8;1520;1014985;52126;0;7289
8;1521;1015668;52126;0;63930
8;1522;1016271;52127;0;49134
8;1523;1016967;52128;0;5239
8;1524;1017536;52128;0;4553
8;1525;1018220;52129;0;29749
8;1526;1018809;52129;0;5941
8;1527;1019492;52130;0;30871
8;1528;1020097;52131;0;26830
8;1529;1020776;52132;0;28817
8;1530;1021805;52133;0;58631
8;1531;1022480;52133;0;9311
8;1532;1023068;52134;0;42724
8;1533;1023759;52134;0;19184
8;1534;1024325;52135;0;60607
8;1535;1024994;52136;0;8933
8;1536;1025584;52136;0;40577
8;1537;1026268;52137;0;65140
8;1538;1026858;52138;0;58999
8;1539;1027539;52138;0;23086
8;1540;1028132;52139;0;13596
8;1541;1028827;52140;0;5156
8;1542;1029417;52140;0;39105
8;1543;1030087;52141;0;3351
8;1544;1030665;52141;0;55949
8;1545;1031348;52142;0;32309
8;1546;1031951;52143;0;8665
8;1547;1032648;52143;0;52730
8;1548;1033214;52144;0;44023
8;1549;1033905;52145;0;53480
8;1550;1034503;52145;0;11799
8;1551;1035188;52146;0;52094
8;1552;1035787;52147;0;47243
8;1553;1036464;52147;0;10443
8;1554;1037054;52148;0;3861
8;1555;1037742;52149;0;61450
8;1556;1038331;52149;0;50190
8;1557;1039013;52150;0;42524
8;1558;1039596;52150;0;8150
8;1559;1040297;52151;0;34943
8;1560;1040901;52152;0;52330
8;1561;1041575;52152;0;33812
8;1562;1042157;52153;0;11989
8;1563;1042841;52154;0;40854
8;1564;1043441;52154;0;59243
8;1565;1044131;52155;0;48685
8;1566;1044734;52155;0;51920
8;1567;1045403;52156;0;45842
8;1568;1046008;52157;0;29471
8;1569;1046696;52158;0;411
8;1570;1047304;52158;0;12483
8;1571;1047982;52159;0;12986
8;1572;1048552;52159;0;13425
8;1573;1049234;52160;0;25779
8;1574;1049824;52161;0;56685
8;1575;1050521;52161;0;17051
8;1576;1051114;52162;0;50134
8;1577;1051797;52163;0;57657
8;1578;1052385;52163;0;17741
8;1579;1053069;52164;0;33446
8;1580;1053673;52164;0;60455
8;1581;1054329;52165;0;50282
8;1582;1054946;52166;0;20736
8;1583;1055630;52167;0;45268
8;1584;1056221;52167;0;62261
8;1585;1056889;52168;0;19588
8;1586;1057458;52168;0;2114
8;1587;1058141;52169;0;6127
8;1588;1058729;52170;0;11498
8;1589;1059413;52170;0;17510
8;1590;1059980;52171;0;10126
8;1591;1060650;52171;0;60202
8;1592;1061241;52172;0;24215
8;1593;1061923;52173;0;7289
8;1594;1062515;52173;0;56185
8;1595;1063182;52174;0;29415
8;1596;1063784;52175;0;23903
8;1597;1064459;52175;0;6479
8;1598;1065049;52176;0;29832
8;1599;1065722;52177;0;10519
8;1600;1066437;52177;0;41299
8;1601;1067026;52178;0;28989
8;1602;1067709;52178;0;35791
8;1603;1068300;52179;0;28388
8;1604;1068971;52180;0;46339
8;1605;1069534;52180;0;16948
8;1606;1070236;52181;0;56032
8;1607;1070824;52182;0;16419
8;1608;1071508;52182;0;49841
8;1609;1072072;52183;0;41692
8;1610;1072745;52184;0;47303
8;1611;1073360;52184;0;33815
8;1612;1074049;52185;0;8797
8;1613;1074639;52186;0;44395
8;1614;1075304;52186;0;50946
8;1615;1075908;52187;0;35198
8;1616;1076614;52187;0;9971
8;1617;1077214;52188;0;52097
8;1618;1077904;52189;0;45722
8;1619;1078472;52189;0;51639
8;1620;1079158;52190;0;60153
8;1621;1079747;52190;0;16146
8;1622;1080433;52191;0;35287
8;1623;1081011;52192;0;48144
8;1624;1081685;52192;0;35849
8;1625;1082290;52193;0;258
8;1626;1082970;52194;0;53043
8;1627;1083573;52194;0;60810
8;1628;1084241;52195;0;46640
8;1629;1084844;52196;0;49317
8;1630;1085646;52196;0;34481
8;1631;1086332;52197;0;14146
8;1632;1086948;52198;0;18639
8;1633;1087622;52198;0;44324
8;1634;1088230;52199;0;29703
8;1635;1088925;52200;0;26014
8;1636;1089518;52200;0;13316
8;1637;1090212;52201;0;7283
8;1638;1090794;52202;0;25991
8;1639;1091481;52202;0;59187
8;1640;1092070;52203;0;65444
8;1641;1092756;52204;0;18569
8;1642;1093344;52204;0;60669
8;1643;1094000;52205;0;37808
8;1644;1094588;52205;0;8856
8;1645;1095271;52206;0;17924
8;1646;1096365;52207;0;5406
8;1647;1096956;52208;0;37528
8;1648;1097638;52208;0;16554
8;1649;1098227;52209;0;28737
8;1650;1098895;52210;0;11861
8;1651;1099474;52210;0;2718
8;1652;1100172;52211;0;19710
8;1653;1100777;52212;0;60789
8;1654;1101455;52212;0;20742
8;1655;1102035;52213;0;38815
8;1656;1102708;52214;0;28727
8;1657;1103306;52214;0;6501
8;1658;1104006;52215;0;13225
8;1659;1104607;52215;0;6838
8;1660;1105272;52216;0;22149
8;1661;1105862;52217;0;10563
8;1662;1106549;52217;0;34537
8;1663;1107151;52218;0;10778
8;1664;1107858;52219;0;22206
8;1665;1108426;52219;0;36637
8;1666;1109110;52220;0;43397
8;1667;1109714;52220;0;48002
8;1668;1110399;52221;0;33617
8;1669;1110985;52222;0;26777
8;1670;1111673;52223;0;55478
8;1671;1112273;52223;0;12036
8;1672;1112959;52224;0;38159
8;1673;1113545;52224;0;59381
8;1674;1114217;52225;0;40825
8;1675;1114819;52226;0;21917
8;1676;1115506;52226;0;64514
8;1677;1116106;52227;0;35066
8;1678;1116797;52228;0;4827
8;1679;1117376;52228;0;32278
8;1680;1118061;52229;0;52653
8;1681;1118648;52229;0;65179
8;1682;1119334;52230;0;25188
8;1683;1119917;52231;0;38835
8;1684;1120591;52231;0;29485
8;1685;1121193;52232;0;25410
8;1686;1121890;52233;0;18922
8;1687;1122494;52233;0;51323
8;1688;1123165;52234;0;65351
8;1689;1123766;52234;0;29348
8;1690;1124453;52235;0;54906
8;1691;1125043;52236;0;33087
8;1692;1125740;52236;0;35798
8;1693;1126305;52237;0;30015
8;1694;1126992;52238;0;25392
8;1695;1127581;52238;0;35661
8;1696;1128266;52239;0;15563
8;1697;1128830;52240;0;42114
8;1698;1129503;52240;0;4282
8;1699;1130106;52241;0;12794
8;1700;1130803;52242;0;31925
8;1701;1131389;52242;0;27313
8;1702;1132056;52243;0;38030
8;1703;1132649;52243;0;15184
8;1704;1133348;52244;0;55190
8;1705;1133950;52245;0;60802
8;1706;1134634;52245;0;63832
8;1707;1135213;52246;0;16372
8;1708;1135895;52247;0;47214
8;1709;1136483;52247;0;60120
8;1710;1137171;52248;0;4489
8;1711;1137753;52249;0;7373
8;1712;1138426;52249;0;8314
8;1713;1139015;52250;0;322
8;1714;1139696;52250;0;55112
8;1715;1140296;52251;0;35341
8;1716;1140952;52252;0;62360
8;1717;1141541;52252;0;51995
8;1718;1142227;52253;0;54704
8;1719;1142828;52253;0;60830
8;1720;1143493;52254;0;8105
8;1721;1144075;52255;0;28113
8;1722;1144779;52256;0;43070
8;1723;1145390;52256;0;61247
8;1724;1146088;52257;0;21953
8;1725;1146658;52257;0;15609
8;1726;1147328;52258;0;1990
8;1727;1147919;52259;0;54904
8;1728;1148604;52259;0;27631
8;1729;1149193;52260;0;41301
8;1730;1149847;52261;0;18161
8;1731;1150463;52261;0;25644
8;1732;1151143;52262;0;21338
8;1733;1151735;52262;0;25240
8;1734;1152403;52263;0;16225
8;1735;1152974;52264;0;49768
8;1736;1153662;52264;0;33236
8;1737;1154262;52265;0;37691
8;1738;1154938;52266;0;31850
8;1739;1156251;52267;0;32735
8;1740;1156947;52268;0;56434
8;1741;1157525;52268;0;34998
8;1742;1158222;52269;0;38222
8;1743;1158843;52270;0;42585
8;1744;1159540;52270;0;16847
8;1745;1160127;52271;0;46104
8;1746;1160797;52272;0;19304
8;1747;1161399;52272;0;26480
8;1748;1162095;52273;0;29510
8;1749;1162681;52273;0;45660
8;1750;1163362;52274;0;14622
8;1751;1163929;52275;0;38201
8;1752;1164612;52275;0;29265
8;1753;1165202;52276;0;9492
8;1754;1165884;52277;0;4211
8;1755;1166462;52277;0;16716
8;1756;1167149;52278;0;28234
8;1757;1167738;52278;0;61751
8;1758;1168434;52279;0;29857
8;1759;1169023;52280;0;48888
8;1760;1169679;52280;0;28974
8;1761;1170280;52281;0;22148
8;1762;1170978;52282;0;23134
8;1763;1171567;52282;0;17739
8;1764;1172241;52283;0;40514
8;1765;1172819;52284;0;2149
8;1766;1173503;52284;0;63240
8;1767;1174092;52285;0;5876
8;1768;1174790;52286;0;44115
8;1769;1175367;52286;0;43444
8;1770;1176051;52287;0;39686
8;1771;1176645;52287;0;37126
8;1772;1177330;52288;0;54119
8;1773;1177917;52289;0;228
8;1774;1178573;52289;0;997
8;1775;1179176;52290;0;11807
8;1776;1179858;52291;0;55176
8;1777;1180461;52291;0;59873
8;1778;1181134;52292;0;20080
8;1779;1181713;52293;0;2576
8;1780;1182411;52293;0;34646
8;1781;1183037;52294;0;14544
8;1782;1183714;52295;0;321
8;1783;1184295;52295;0;32221
