flag; num; time_ms; bmp_temp; bmp_press; fhotores; status; crc
32;2782;246578;2991;99462;8;18434;38948
32;2783;246679;2991;99462;8;18434;31861
32;2784;246690;2991;99462;8;18434;48525
32;2785;246798;2991;99462;8;18434;990
32;2786;246822;2991;99462;8;18434;40247
32;2787;246921;2991;99462;9;18434;4731
32;2788;246932;2991;99462;8;18434;42760
32;2789;247030;2991;99462;8;18434;20382
32;2790;247045;2991;99462;8;18434;18666
32;2791;247260;2991;99462;8;18434;51954
32;2792;247271;2991;99462;8;18434;36376
32;2793;247370;2991;99462;8;18434;20103
32;2794;247381;2991;99462;8;18434;64336
32;2795;247480;2991;99462;9;18434;43361
32;2796;247491;2991;99463;9;18434;36962
32;2797;247600;2991;99463;8;18434;41419
32;2798;247624;2991;99463;9;18434;42206
32;2799;247725;2991;99462;9;18434;11491
32;2800;247866;2992;99462;9;18434;37897
32;2801;247964;2992;99462;9;18434;65019
32;2802;247975;2992;99462;9;18434;10310
32;2803;248076;2992;99462;9;18434;27000
32;2804;248087;2992;99462;9;18434;41432
32;2805;248186;2992;99462;9;18434;53795
32;2806;248197;2992;99462;9;18434;34554
32;2807;248298;2992;99462;9;18434;963
32;2808;248309;2992;99462;9;18434;10051
32;2809;248531;2992;99462;8;18434;41182
32;2810;248546;2992;99462;9;18434;7806
32;2811;248645;2992;99462;9;18434;18830
32;2812;248656;2992;99462;9;18434;24866
32;2813;248755;2992;99462;8;18434;54047
32;2814;248766;2992;99462;8;18434;22269
32;2815;248866;2992;99462;8;18434;45974
32;2816;248881;2992;99462;8;18434;52835
32;2817;248979;2992;99462;8;18434;23092
32;2818;249108;2992;99462;8;18434;53346
32;2819;249216;2992;99462;9;18434;25310
32;2820;249241;2992;99462;9;18434;23740
32;2821;249340;2993;99462;9;18434;43881
32;2822;249351;2993;99462;9;18434;52656
32;2823;249451;2992;99462;9;18434;43631
32;2824;249462;2993;99462;9;18434;5992
32;2825;249560;2993;99462;8;18434;58181
32;2826;249571;2993;99462;9;18434;16460
32;2827;249780;2993;99463;8;18434;290
32;2828;249791;2993;99463;8;18434;3957
32;2829;249891;2993;99462;9;18434;50839
32;2830;249906;2993;99462;8;18434;58872
32;2831;250016;2993;99462;9;18434;23587
32;2832;250039;2993;99462;9;18434;45250
32;2833;250138;2993;99462;8;18434;35887
32;2834;250149;2993;99462;8;18434;42039
32;2835;250248;2993;99462;8;18434;43789
32;2836;250377;2993;99462;7;18434;62662
32;2837;250476;2993;99462;7;18434;27734
32;2838;250502;2993;99462;7;18434;30908
32;2839;250600;2993;99462;8;18434;21002
32;2840;250611;2993;99462;8;18434;35631
32;2841;250712;2993;99462;8;18434;51729
32;2842;250726;2993;99462;8;18434;39272
32;2843;250835;2993;99461;10;18434;40659
32;2844;250859;2993;99461;10;18434;17951
32;2845;251068;2994;99461;71;18434;24488
32;2846;251083;2994;99461;72;18434;25482
32;2847;251183;2994;99461;78;18434;46591
32;2848;251194;2994;99461;78;18434;59848
32;2849;251293;2994;99461;81;18434;13330
32;2850;251304;2994;99461;80;18434;30487
32;2851;251404;2994;99460;54;18434;7706
32;2852;251415;2994;99460;50;18434;7243
32;2853;251514;2994;99460;33;18434;61387
32;2854;251662;2994;99460;24;18434;4185
32;2855;251763;2994;99460;24;18434;42325
32;2856;251774;2994;99460;25;18434;51028
32;2857;251872;2994;99459;27;18434;13445
32;2858;251883;2994;99459;27;18434;47616
32;2859;251982;2994;99459;31;18434;22002
32;2860;251993;2994;99459;32;18434;29595
32;2861;252093;2995;99459;37;18434;5140
32;2862;252104;2995;99459;38;18434;37318
32;2863;252315;2995;99458;47;18434;43214
32;2864;252326;2995;99458;47;18434;50249
32;2865;252434;2995;99458;53;18434;8487
32;2866;252458;2995;99458;53;18434;31033
32;2867;252559;2995;99458;55;18434;28672
32;2868;252570;2995;99458;54;18434;11800
32;2869;252668;2995;99458;55;18434;19871
32;2870;252679;2995;99458;55;18434;41344
32;2871;252778;2995;99458;55;18434;53883
32;2872;252915;2995;99458;53;18434;18314
32;2873;253014;2995;99458;47;18434;6879
32;2874;253025;2995;99458;46;18434;44824
32;2875;253124;2995;99458;43;18434;63244
32;2876;253135;2995;99458;43;18434;63835
32;2877;253244;2995;99458;39;18434;61812
32;2878;253269;2995;99458;38;18434;18935
32;2879;253370;2995;99458;36;18434;30424
32;2880;253381;2995;99458;36;18434;3358
32;2881;253592;2995;99458;33;18434;22077
32;2882;253603;2995;99458;33;18434;33664
32;2883;253702;2996;99459;32;18434;3887
32;2884;253713;2996;99459;33;18434;42997
32;2885;253811;2996;99458;35;18434;58840
32;2886;253836;2996;99458;35;18434;45313
32;2887;253936;2996;99458;38;18434;49961
32;2888;253947;2996;99457;38;18434;5262
32;2889;254055;2996;99457;45;18434;57212
32;2890;254190;2996;99457;52;18434;6293
32;2891;254290;2996;99457;54;18434;562
32;2892;254315;2996;99457;55;18434;55083
32;2893;254414;2996;99457;56;18434;59284
32;2894;254428;2996;99457;56;18434;16364
32;2895;254527;2996;99457;57;18434;17012
32;2896;254538;2996;99457;57;18434;60967
32;2897;254637;2996;99458;57;18434;8062
32;2898;254648;2996;99458;57;18434;46848
32;2899;254870;2997;99459;56;18434;31142
32;2900;254894;2997;99459;57;18434;55262
32;2901;254994;2997;99458;58;18434;29557
32;2902;255020;2997;99458;57;18434;48080
32;2903;255118;2997;99459;56;18434;7904
32;2904;255129;2997;99459;56;18434;53515
32;2905;255230;2997;99459;54;18434;7427
32;2906;255241;2997;99459;54;18434;59346
32;2907;255339;2997;99459;52;18434;57900
32;2908;255468;2997;99459;51;18434;64742
32;2909;255568;2997;99459;50;18434;63323
32;2910;255583;2997;99459;50;18434;33915
32;2911;255693;2997;99459;51;18434;15776
32;2912;255718;2997;99459;51;18434;55971
32;2913;255817;2997;99459;52;18434;14101
32;2914;255828;2997;99459;53;18434;692
32;2915;255927;2997;99459;53;18434;50749
32;2916;255938;2997;99459;53;18434;22753
32;2917;256149;2997;99460;49;18434;41264
32;2918;256175;2997;99460;49;18434;4076
32;2919;256273;2998;99460;48;18434;51610
32;2920;256284;2998;99460;48;18434;56623
32;2921;256383;2998;99460;50;18434;41904
32;2922;256397;2998;99460;50;18434;39622
32;2923;256506;2998;99460;54;18434;63634
32;2924;256530;2998;99460;55;18434;9081
32;2925;256629;2998;99460;55;18434;19755
32;2926;256766;2998;99459;55;18434;21448
32;2927;256864;2998;99460;55;18434;2066
32;2928;256875;2998;99460;55;18434;13514
32;2929;256974;2998;99459;53;18434;64235
32;2930;256999;2998;99459;53;18434;8035
32;2931;257098;2998;99459;54;18434;16781
32;2932;257123;2998;99459;54;18434;9431
32;2933;257222;2998;99459;55;18434;46642
32;2934;257249;2998;99459;55;18434;46006
32;2935;257468;2998;99458;53;18434;29869
32;2936;257479;2998;99458;53;18434;7160
32;2937;257578;2998;99458;53;18434;61656
32;2938;257589;2998;99458;53;18434;17679
32;2939;257687;2998;99458;51;18434;63169
32;2940;257698;2998;99458;51;18434;17314
32;2941;257797;2999;99458;45;18434;49898
32;2942;257826;2999;99458;43;18434;57591
32;2943;257924;2999;99457;37;18434;58154
32;2944;258053;2999;99457;28;18434;24336
32;2945;258162;2999;99457;29;18434;33025
32;2946;258186;2999;99457;30;18434;15874
32;2947;258285;2999;99457;24;18434;30665
32;2948;258296;2999;99457;24;18434;24421
32;2949;258394;2999;99456;28;18434;883
32;2950;258405;2999;99456;29;18434;24031
32;2951;258505;2999;99456;32;18434;15595
32;2952;258516;2999;99456;32;18434;61097
32;2953;258727;2999;99457;25;18434;60481
32;2954;258738;2999;99457;25;18434;17471
32;2955;258839;2999;99457;27;18434;2149
32;2956;258850;2999;99457;27;18434;48390
32;2957;258958;3000;99457;26;18434;59736
32;2958;258982;3000;99457;26;18434;30641
32;2959;259083;3000;99457;25;18434;10591
32;2960;259094;3000;99457;24;18434;44707
32;2961;259195;3000;99457;26;18434;12336
32;2962;259327;3000;99457;29;18434;9099
32;2963;259426;3000;99457;30;18434;43318
32;2964;259437;3000;99457;29;18434;49432
32;2965;259536;3000;99457;29;18434;2261
32;2966;259547;3000;99457;30;18434;7564
32;2967;259649;3000;99457;42;18434;4149
32;2968;259660;3000;99457;43;18434;29236
32;2969;259768;3000;99457;50;18434;59548
32;2970;259792;3000;99457;51;18434;11134
32;2971;260003;3000;99457;54;18434;34648
32;2972;260029;3000;99457;54;18434;51516
32;2973;260127;3000;99456;54;18434;56298
32;2974;260138;3000;99456;55;18434;39151
32;2975;260239;3001;99456;52;18434;34855
32;2976;260250;3001;99456;52;18434;54288
32;2977;260348;3001;99456;48;18434;3026
32;2978;260359;3001;99456;48;18434;59341
32;2979;260458;3001;99455;43;18434;1473
32;2980;260602;3001;99455;32;18434;58056
32;2981;260700;3001;99455;28;18434;10052
32;2982;260715;3001;99455;28;18434;58423
32;2983;260817;3001;99455;23;18434;17379
32;2984;260828;3001;99455;23;18434;22358
32;2985;260926;3001;99455;22;18434;56169
32;2986;260937;3001;99455;21;18434;43129
32;2987;261036;3001;99455;21;18434;26519
32;2988;261047;3001;99455;21;18434;44855
32;2989;261256;3001;99455;20;18434;31738
32;2990;261267;3001;99455;20;18434;13192
32;2991;261377;3001;99455;20;18434;47492
32;2992;261403;3001;99455;21;18434;20094
32;2993;261503;3001;99455;21;18434;44431
32;2994;261514;3001;99455;22;18434;32547
32;2995;261613;3002;99455;23;18434;54794
32;2996;261624;3002;99455;22;18434;34834
32;2997;261722;3002;99455;22;18434;54240
32;2998;261853;3002;99456;22;18434;34970
32;2999;261953;3002;99456;22;18434;58010
32;3000;261964;3002;99456;21;18434;28147
32;3001;262063;3002;99456;22;18434;12966
32;3002;262074;3002;99456;21;18434;260
32;3003;262184;3002;99456;22;18434;18434
32;3004;262208;3002;99456;22;18434;32134
32;3005;262308;3002;99456;22;18434;51465
32;3006;262319;3002;99456;22;18434;18316
32;3007;262531;3002;99456;22;18434;8650
32;3008;262542;3002;99456;23;18434;43773
32;3009;262651;3003;99456;22;18434;60779
32;3010;262662;3003;99456;22;18434;32981
32;3011;262762;3003;99457;22;18434;53148
32;3012;262773;3003;99457;22;18434;64153
32;3013;262873;3003;99457;23;18434;63606
32;3014;262884;3003;99457;23;18434;9900
32;3015;262994;3003;99457;24;18434;6180
32;3016;263129;3003;99458;25;18434;61001
32;3017;263230;3003;99457;25;18434;54552
32;3018;263241;3003;99457;25;18434;15828
32;3019;263339;3003;99458;26;18434;53653
32;3020;263350;3003;99458;26;18434;4690
32;3021;263449;3003;99457;25;18434;64864
32;3022;263460;3003;99457;25;18434;9146
32;3023;263562;3003;99457;24;18434;55191
32;3024;263573;3003;99457;24;18434;53277
32;3025;263793;3004;99458;23;18434;43862
32;3026;263817;3004;99458;23;18434;36745
32;3027;263916;3004;99458;23;18434;5913
32;3028;263926;3004;99458;23;18434;42200
32;3029;264025;3004;99458;23;18434;6211
32;3030;264050;3004;99458;23;18434;2825
32;3031;264151;3004;99459;23;18434;43147
32;3032;264162;3004;99459;23;18434;3181
32;3033;264260;3004;99459;23;18434;42189
32;3034;264393;3004;99459;23;18434;30289
32;3035;264492;3004;99459;22;18434;35432
32;3036;264503;3004;99459;22;18434;17096
32;3037;264612;3004;99459;22;18434;63174
32;3038;264636;3004;99459;21;18434;43211
32;3039;264736;3005;99459;21;18434;10056
32;3040;264747;3005;99459;21;18434;23940
32;3041;264846;3005;99458;22;18434;26074
32;3042;264857;3005;99458;21;18434;41146
32;3043;265070;3005;99458;21;18434;6658
32;3044;265081;3005;99458;21;18434;50284
32;3045;265179;3005;99458;22;18434;52199
32;3046;265190;3005;99458;22;18434;5437
32;3047;265291;3005;99458;22;18434;53263
32;3048;265302;3005;99458;22;18434;589
32;3049;265410;3005;99458;22;18434;50757
32;3050;265435;3005;99458;22;18434;30965
32;3051;265534;3005;99458;24;18434;20514
32;3052;265663;3005;99458;25;18434;25110
32;3053;265763;3005;99459;28;18434;31046
32;3054;265774;3005;99459;28;18434;64676
32;3055;265876;3006;99459;28;18434;62624
32;3056;265887;3006;99459;29;18434;48844
32;3057;265986;3006;99459;31;18434;17093
32;3058;265997;3006;99459;31;18434;12773
32;3059;266095;3006;99459;32;18434;8564
32;3060;266106;3006;99459;33;18434;32620
32;3061;266327;3006;99459;33;18434;61646
32;3062;266338;3006;99459;32;18434;46027
32;3063;266441;3006;99459;33;18434;49442
32;3064;266452;3006;99459;33;18434;4960
32;3065;266553;3006;99459;34;18434;59738
32;3066;266564;3006;99459;33;18434;34787
32;3067;266663;3006;99459;33;18434;17258
32;3068;266688;3006;99458;33;18434;43600
32;3069;266787;3006;99458;33;18434;41340
32;3070;266915;3006;99458;33;18434;7759
32;3071;267026;3007;99458;33;18434;60266
32;3072;267049;3007;99458;33;18434;13904
32;3073;267148;3007;99458;33;18434;53761
32;3074;267162;3007;99458;33;18434;63452
32;3075;267262;3007;99457;33;18434;56408
32;3076;267273;3007;99457;34;18434;45804
32;3077;267371;3007;99457;32;18434;46866
32;3078;267382;3007;99457;33;18434;33459
32;3079;267603;3007;99456;31;18434;48543
32;3080;267628;3007;99456;31;18434;1232
32;3081;267727;3007;99457;32;18434;21554
32;3082;267738;3007;99457;32;18434;64588
32;3083;267846;3007;99456;32;18434;23385
32;3084;267872;3007;99456;32;18434;42350
32;3085;267970;3007;99456;32;18434;12601
32;3086;267981;3007;99456;32;18434;16921
32;3087;268083;3007;99456;31;18434;37036
32;3088;268212;3007;99456;32;18434;5571
32;3089;268311;3007;99456;32;18434;15271
32;3090;268322;3007;99456;32;18434;3606
32;3091;268420;3007;99456;32;18434;26596
32;3092;268431;3007;99456;32;18434;27059
32;3093;268532;3008;99457;32;18434;6459
32;3094;268546;3008;99457;31;18434;24716
32;3095;268657;3008;99457;30;18434;17208
32;3096;268681;3008;99457;30;18434;63152
32;3097;268890;3008;99456;29;18434;31403
32;3098;268901;3008;99456;29;18434;21171
32;3099;269000;3008;99456;29;18434;23945
32;3100;269011;3008;99456;29;18434;38185
32;3101;269111;3008;99456;29;18434;25797
32;3102;269122;3008;99456;28;18434;3199
32;3103;269220;3008;99456;29;18434;14470
32;3104;269248;3008;99456;29;18434;28503
32;3105;269348;3008;99455;29;18434;34207
32;3106;269487;3008;99455;29;18434;23652
32;3107;269585;3008;99456;28;18434;49042
32;3108;269596;3008;99456;27;18434;60303
32;3109;269695;3008;99456;28;18434;10581
32;3110;269706;3008;99456;28;18434;24613
32;3111;269805;3008;99456;28;18434;3703
32;3112;269819;3008;99456;28;18434;47869
32;3113;269918;3009;99456;25;18434;16905
32;3114;269929;3009;99456;24;18434;63438
32;3115;270142;3009;99456;7;18434;18574
32;3116;270153;3009;99456;7;18434;8336
32;3117;270261;3009;99455;7;18434;11724
32;3118;270288;3009;99455;7;18434;62773
32;3119;270387;3009;99455;7;18434;52018
32;3120;270413;3009;99455;7;18434;425
32;3121;270511;3009;99456;6;18434;23738
32;3122;270522;3009;99456;7;18434;33392
32;3123;270621;3009;99456;7;18434;54656
32;3124;270751;3009;99456;7;18434;7331
32;3125;270851;3009;99455;7;18434;26666
32;3126;270862;3009;99455;7;18434;60872
32;3127;270960;3009;99455;7;18434;54631
32;3128;270975;3009;99455;7;18434;14096
32;3129;271084;3009;99455;9;18434;8516
32;3130;271107;3009;99455;12;18434;19020
32;3131;271207;3009;99455;22;18434;55985
32;3132;271218;3009;99455;22;18434;61981
32;3133;271430;3010;99455;18;18434;19858
32;3134;271444;3010;99455;17;18434;3638
32;3135;271543;3010;99455;14;18434;1526
32;3136;271568;3010;99455;14;18434;21420
32;3137;271668;3010;99456;14;18434;13839
32;3138;271679;3010;99456;15;18434;52798
32;3139;271777;3010;99456;36;18434;16078
32;3140;271788;3010;99456;45;18434;51337
32;3141;271896;3010;99456;95;18434;61942
32;3142;272032;3010;99456;42;18434;166
32;3143;272132;3010;99456;15;18434;20990
32;3144;272159;3010;99457;13;18434;8800
32;3145;272257;3010;99457;11;18434;56408
32;3146;272268;3010;99457;11;18434;22970
32;3147;272366;3011;99458;10;18434;24744
32;3148;272377;3011;99458;10;18434;48838
32;3149;272476;3011;99458;9;18434;25
32;3150;272487;3011;99458;10;18434;20088
32;3151;272708;3011;99459;9;18434;28508
32;3152;272732;3011;99459;9;18434;6352
32;3153;272831;3011;99459;8;18434;43757
32;3154;272842;3011;99459;8;18434;46307
32;3155;272942;3011;99458;9;18434;65198
32;3156;272957;3011;99458;9;18434;56677
32;3157;273056;3011;99459;8;18434;47104
32;3158;273067;3011;99459;9;18434;16433
32;3159;273167;3011;99459;8;18434;60630
32;3160;273296;3012;99459;8;18434;33746
32;3161;273395;3012;99459;8;18434;4133
32;3162;273406;3012;99459;8;18434;38343
32;3163;273515;3012;99459;8;18434;57510
32;3164;273539;3012;99459;8;18434;33372
32;3165;273639;3012;99459;8;18434;25005
32;3166;273650;3012;99459;8;18434;51667
32;3167;273751;3012;99459;8;18434;26849
32;3168;273762;3012;99459;8;18434;43289
32;3169;273973;3012;99460;8;18434;38094
32;3170;273984;3012;99460;8;18434;35520
32;3171;274085;3012;99460;8;18434;17710
32;3172;274096;3012;99460;8;18434;28034
32;3173;274195;3012;99460;8;18434;51159
32;3174;274206;3012;99460;8;18434;16949
32;3175;274317;3013;99460;7;18434;19856
32;3176;274342;3013;99460;7;18434;53133
32;3177;274441;3013;99460;8;18434;13693
32;3178;274570;3013;99459;8;18434;49397
32;3179;274668;3013;99459;8;18434;54726
32;3180;274679;3013;99459;8;18434;7526
32;3181;274778;3013;99459;8;18434;22335
32;3182;274804;3013;99459;8;18434;49841
32;3183;274904;3013;99459;8;18434;46826
32;3184;274915;3013;99459;8;18434;53514
32;3185;275015;3013;99459;8;18434;33183
32;3186;275026;3013;99459;8;18434;10721
32;3187;275246;3013;99459;33;18434;26326
32;3188;275257;3013;99459;29;18434;56163
32;3189;275356;3013;99458;15;18434;36398
32;3190;275367;3013;99458;14;18434;11559
32;3191;275468;3013;99457;9;18434;31274
32;3192;275479;3013;99457;9;18434;41743
32;3193;275578;3013;99456;8;18434;57747
32;3194;275592;3013;99456;8;18434;55525
32;3195;275691;3013;99456;9;18434;15782
32;3196;275824;3014;99456;11;18434;48060
32;3197;275932;3014;99456;11;18434;53223
32;3198;275956;3014;99455;12;18434;37996
32;3199;276055;3014;99455;12;18434;46335
32;3200;276066;3014;99455;12;18434;61790
32;3201;276164;3014;99455;12;18434;39084
32;3202;276175;3014;99455;12;18434;5673
32;3203;276275;3014;99455;12;18434;51801
32;3204;276286;3014;99455;13;18434;47581
32;3205;276497;3014;99455;13;18434;54793
32;3206;276511;3014;99455;12;18434;43260
32;3207;276612;3014;99455;13;18434;33069
32;3208;276623;3014;99455;13;18434;40703
32;3209;276731;3014;99455;13;18434;48121
32;3210;276755;3014;99455;13;18434;7346
32;3211;276853;3015;99455;13;18434;26308
32;3212;276864;3015;99455;13;18434;44902
32;3213;276963;3015;99455;13;18434;15505
32;3214;277095;3015;99454;13;18434;63089
32;3215;277197;3015;99454;13;18434;35149
32;3216;277208;3015;99454;13;18434;37742
32;3217;277307;3015;99454;13;18434;4740
32;3218;277318;3015;99454;14;18434;31805
32;3219;277416;3015;99454;14;18434;54555
32;3220;277431;3015;99453;14;18434;10347
32;3221;277669;3015;99454;13;18434;10715
32;3222;277842;3015;99454;14;18434;18646
32;3223;277943;3015;99454;14;18434;34616
32;3224;277954;3015;99454;14;18434;2145
32;3225;278052;3016;99455;14;18434;38123
32;3226;278087;3016;99455;14;18434;18293
32;3227;278186;3016;99454;14;18434;9251
32;3228;278197;3016;99454;14;18434;4390
32;3229;278295;3016;99455;16;18434;15932
32;3230;278306;3016;99455;16;18434;2957
32;3231;278529;3016;99455;18;18434;65267
32;3232;278565;3016;99455;17;18434;6465
32;3233;278663;3016;99454;14;18434;1420
32;3234;278674;3016;99454;14;18434;44530
32;3235;278773;3016;99454;12;18434;11976
32;3236;278784;3016;99454;12;18434;41481
32;3237;278884;3016;99454;10;18434;26209
32;3238;278910;3016;99454;10;18434;21874
32;3239;279008;3016;99454;10;18434;36051
32;3240;279137;3016;99455;14;18434;39761
32;3241;279235;3016;99455;54;18434;42540
32;3242;279246;3016;99455;65;18434;12438
32;3243;279355;3017;99456;81;18434;40001
32;3244;279378;3017;99456;53;18434;16775
32;3245;279480;3017;99456;16;18434;40463
32;3246;279506;3017;99456;15;18434;4818
32;3247;279606;3017;99456;12;18434;63369
32;3248;279617;3017;99456;12;18434;44312
32;3249;279827;3017;99457;9;18434;41027
32;3250;279838;3017;99457;9;18434;9633
32;3251;279936;3017;99457;8;18434;35508
32;3252;279947;3017;99457;8;18434;34019
32;3253;280046;3017;99457;8;18434;7283
32;3254;280072;3017;99457;8;18434;53746
32;3255;280180;3017;99456;8;18434;22604
32;3256;280205;3017;99456;8;18434;38565
32;3257;280308;3017;99457;7;18434;19761
32;3258;280436;3017;99458;8;18434;44026
32;3259;280535;3017;99458;8;18434;17612
32;3260;280546;3017;99458;7;18434;9537
32;3261;280645;3017;99458;8;18434;8814
32;3262;280670;3017;99458;9;18434;7336
32;3263;280769;3018;99458;8;18434;30995
32;3264;280780;3018;99458;8;18434;33936
32;3265;280878;3018;99458;8;18434;32283
32;3266;280890;3018;99458;8;18434;44292
32;3267;281112;3018;99458;7;18434;30054
32;3268;281123;3018;99458;7;18434;8201
32;3269;281221;3018;99458;8;18434;40213
32;3270;281250;3018;99458;7;18434;19583
32;3271;281349;3018;99458;7;18434;7055
32;3272;281360;3018;99458;7;18434;8870
32;3273;281458;3018;99458;7;18434;51760
32;3274;281469;3018;99458;7;18434;47376
32;3275;281567;3018;99458;7;18434;11591
32;3276;281696;3018;99458;7;18434;6395
32;3277;281806;3018;99458;7;18434;39522
32;3278;281832;3018;99458;7;18434;58503
32;3279;281932;3018;99459;7;18434;30983
32;3280;281943;3018;99459;7;18434;33576
32;3281;282041;3018;99459;7;18434;10766
32;3282;282052;3018;99459;7;18434;57195
32;3283;282153;3018;99459;7;18434;13387
32;3284;282164;3018;99459;7;18434;63372
32;3285;282373;3019;99458;7;18434;4612
32;3286;282388;3019;99458;7;18434;18399
32;3287;282489;3019;99458;7;18434;13348
32;3288;282500;3019;99458;7;18434;1896
32;3289;282608;3019;99457;8;18434;16117
32;3290;282632;3019;99457;7;18434;6434
32;3291;282731;3019;99456;7;18434;52486
32;3292;282742;3019;99456;7;18434;3777
32;3293;282840;3019;99456;7;18434;35928
32;3294;282974;3019;99456;7;18434;32111
32;3295;283073;3019;99456;7;18434;57263
32;3296;283088;3019;99456;7;18434;32317
32;3297;283188;3019;99456;7;18434;1303
32;3298;283199;3019;99456;7;18434;35730
32;3299;283298;3019;99456;7;18434;57232
32;3300;283309;3019;99456;7;18434;11362
32;3301;283417;3019;99455;7;18434;42121
32;3302;283441;3019;99455;7;18434;14944
32;3303;283650;3020;99456;8;18434;53900
32;3304;283661;3020;99456;8;18434;12539
32;3305;283760;3020;99456;9;18434;62275
32;3306;283771;3020;99456;9;18434;32198
32;3307;283872;3020;99456;11;18434;53195
32;3308;283883;3020;99456;11;18434;49564
32;3309;283985;3020;99456;16;18434;14476
32;3310;283996;3020;99456;17;18434;52186
32;3311;284094;3020;99456;37;18434;37418
32;3312;284236;3020;99455;83;18434;9991
32;3313;284335;3020;99455;87;18434;10623
32;3314;284346;3020;99455;87;18434;33025
32;3315;284444;3020;99455;89;18434;4042
32;3316;284455;3020;99454;88;18434;27586
32;3317;284554;3020;99455;87;18434;63429
32;3318;284581;3020;99454;88;18434;35351
32;3319;284680;3020;99454;87;18434;37009
32;3320;284691;3020;99454;87;18434;18868
32;3321;284904;3021;99454;88;18434;6922
32;3322;284915;3021;99454;88;18434;21368
32;3323;285023;3021;99454;91;18434;63900
32;3324;285047;3021;99454;92;18434;46730
32;3325;285149;3021;99454;92;18434;51638
32;3326;285160;3021;99454;93;18434;35507
32;3327;285259;3021;99454;93;18434;43552
32;3328;285273;3021;99454;94;18434;14184
32;3329;285372;3021;99453;91;18434;36022
32;3330;285500;3021;99453;95;18434;48151
32;3331;285599;3021;99453;89;18434;29880
32;3332;285610;3021;99453;88;18434;46959
32;3333;285727;3021;99453;83;18434;16862
32;3334;285752;3021;99453;83;18434;17498
32;3335;285860;3021;99453;84;18434;14868
32;3336;285884;3021;99453;85;18434;6182
32;3337;285982;3022;99453;86;18434;58113
32;3338;285997;3022;99453;86;18434;56791
32;3339;286207;3022;99453;93;18434;10008
32;3340;286218;3022;99453;93;18434;8479
32;3341;286319;3022;99453;88;18434;1482
32;3342;286330;3022;99453;89;18434;56064
32;3343;286428;3022;99453;89;18434;45810
32;3344;286439;3022;99453;89;18434;54546
32;3345;286538;3022;99453;89;18434;40779
32;3346;286549;3022;99453;88;18434;23592
32;3347;286660;3022;99454;90;18434;15353
32;3348;286797;3022;99454;88;18434;33780
32;3349;286897;3022;99454;89;18434;27731
32;3350;286908;3022;99454;88;18434;40709
32;3351;287007;3022;99454;86;18434;38666
32;3352;287018;3022;99454;86;18434;13292
32;3353;287117;3022;99455;82;18434;44125
32;3354;287128;3022;99455;81;18434;40959
32;3355;287226;3022;99455;82;18434;60597
32;3356;287237;3022;99455;82;18434;63259
32;3357;287458;3023;99455;87;18434;7479
32;3358;287485;3023;99455;87;18434;43232
32;3359;287586;3023;99455;85;18434;41515
32;3360;287597;3023;99455;85;18434;9538
32;3361;287695;3023;99454;85;18434;63174
32;3362;287706;3023;99454;86;18434;50532
32;3363;287805;3023;99455;85;18434;59983
32;3364;287831;3023;99455;86;18434;45781
32;3365;287929;3023;99455;85;18434;32815
32;3366;288058;3023;99455;85;18434;63452
32;3367;288157;3023;99454;87;18434;20468
32;3368;288183;3023;99455;87;18434;61787
32;3369;288292;3023;99454;95;18434;18656
32;3370;288316;3023;99454;95;18434;36145
32;3371;288414;3023;99454;92;18434;33466
32;3372;288442;3023;99454;82;18434;10261
32;3373;288540;3023;99455;35;18434;30614
32;3374;288551;3023;99455;33;18434;20291
32;3375;288761;3023;99455;23;18434;46637
32;3376;288772;3023;99455;23;18434;26425
32;3377;288873;3023;99455;19;18434;56883
32;3378;288898;3023;99455;17;18434;23760
32;3379;288997;3024;99456;19;18434;35202
32;3380;289024;3024;99456;20;18434;37529
32;3381;289132;3024;99456;19;18434;52014
32;3382;289156;3024;99456;15;18434;32147
32;3383;289254;3024;99456;91;18434;10959
32;3384;289387;3024;99457;67;18434;32534
32;3385;289485;3024;99456;29;18434;34390
32;3386;289496;3024;99456;28;18434;22684
32;3387;289595;3024;99456;19;18434;3480
32;3388;289622;3024;99456;18;18434;51308
32;3389;289720;3024;99456;14;18434;13791
32;3390;289731;3024;99455;15;18434;10534
32;3391;289831;3024;99455;12;18434;52349
32;3392;289842;3024;99455;13;18434;27350
32;3393;290061;3024;99454;11;18434;10126
32;3394;290072;3024;99454;11;18434;36848
32;3395;290172;3024;99454;12;18434;15660
32;3396;290183;3024;99454;12;18434;5250
32;3397;290283;3024;99454;13;18434;27308
32;3398;290294;3024;99454;12;18434;24333
32;3399;290394;3025;99454;13;18434;64770
32;3400;290405;3025;99454;13;18434;17485
32;3401;290503;3025;99453;13;18434;6255
32;3402;290634;3025;99453;13;18434;36752
32;3403;290744;3025;99453;13;18434;63119
32;3404;290769;3025;99453;13;18434;47210
32;3405;290868;3025;99453;13;18434;41058
32;3406;290879;3025;99453;13;18434;12007
32;3407;290977;3025;99453;14;18434;27802
32;3408;290988;3025;99453;14;18434;23333
32;3409;291091;3026;99454;14;18434;22771
32;3410;291101;3026;99454;14;18434;20658
32;3411;291313;3026;99453;13;18434;23807
32;3412;291324;3026;99454;14;18434;2662
32;3413;291423;3026;99454;12;18434;51101
32;3414;291433;3026;99454;12;18434;32655
32;3415;291542;3026;99454;13;18434;13876
32;3416;291566;3026;99454;12;18434;35273
